Command finished with exit code 0.
Command output:
rm '.venv/lib/python3.12/site-packages/anyio/streams/__pycache__/stapled.cpython-312-pytest-9.0.3.pyc'
rm '.venv/lib/python3.12/site-packages/anyio/streams/__pycache__/stapled.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/anyio/streams/__pycache__/text.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/anyio/streams/__pycache__/tls.cpython-312-pytest-9.0.3.pyc'
rm '.venv/lib/python3.12/site-packages/anyio/streams/__pycache__/tls.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/anyio/streams/buffered.py'
rm '.venv/lib/python3.12/site-packages/anyio/streams/file.py'
rm '.venv/lib/python3.12/site-packages/anyio/streams/memory.py'
rm '.venv/lib/python3.12/site-packages/anyio/streams/stapled.py'
rm '.venv/lib/python3.12/site-packages/anyio/streams/text.py'
rm '.venv/lib/python3.12/site-packages/anyio/streams/tls.py'
rm '.venv/lib/python3.12/site-packages/anyio/to_interpreter.py'
rm '.venv/lib/python3.12/site-packages/anyio/to_process.py'
rm '.venv/lib/python3.12/site-packages/anyio/to_thread.py'
rm '.venv/lib/python3.12/site-packages/certifi-2026.4.22.dist-info/INSTALLER'
rm '.venv/lib/python3.12/site-packages/certifi-2026.4.22.dist-info/METADATA'
rm '.venv/lib/python3.12/site-packages/certifi-2026.4.22.dist-info/RECORD'
rm '.venv/lib/python3.12/site-packages/certifi-2026.4.22.dist-info/WHEEL'
rm '.venv/lib/python3.12/site-packages/certifi-2026.4.22.dist-info/licenses/LICENSE'
rm '.venv/lib/python3.12/site-packages/certifi-2026.4.22.dist-info/top_level.txt'
rm '.venv/lib/python3.12/site-packages/certifi/__init__.py'
rm '.venv/lib/python3.12/site-packages/certifi/__main__.py'
rm '.venv/lib/python3.12/site-packages/certifi/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/certifi/__pycache__/__main__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/certifi/__pycache__/core.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/certifi/cacert.pem'
rm '.venv/lib/python3.12/site-packages/certifi/core.py'
rm '.venv/lib/python3.12/site-packages/certifi/py.typed'
rm '.venv/lib/python3.12/site-packages/click-8.3.3.dist-info/INSTALLER'
rm '.venv/lib/python3.12/site-packages/click-8.3.3.dist-info/METADATA'
rm '.venv/lib/python3.12/site-packages/click-8.3.3.dist-info/RECORD'
rm '.venv/lib/python3.12/site-packages/click-8.3.3.dist-info/WHEEL'
rm '.venv/lib/python3.12/site-packages/click-8.3.3.dist-info/licenses/LICENSE.txt'
rm '.venv/lib/python3.12/site-packages/click/__init__.py'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/_compat.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/_termui_impl.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/_textwrap.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/_utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/_winconsole.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/core.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/decorators.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/exceptions.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/formatting.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/globals.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/parser.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/shell_completion.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/termui.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/testing.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/types.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/__pycache__/utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/click/_compat.py'
rm '.venv/lib/python3.12/site-packages/click/_termui_impl.py'
rm '.venv/lib/python3.12/site-packages/click/_textwrap.py'
rm '.venv/lib/python3.12/site-packages/click/_utils.py'
rm '.venv/lib/python3.12/site-packages/click/_winconsole.py'
rm '.venv/lib/python3.12/site-packages/click/core.py'
rm '.venv/lib/python3.12/site-packages/click/decorators.py'
rm '.venv/lib/python3.12/site-packages/click/exceptions.py'
rm '.venv/lib/python3.12/site-packages/click/formatting.py'
rm '.venv/lib/python3.12/site-packages/click/globals.py'
rm '.venv/lib/python3.12/site-packages/click/parser.py'
rm '.venv/lib/python3.12/site-packages/click/py.typed'
rm '.venv/lib/python3.12/site-packages/click/shell_completion.py'
rm '.venv/lib/python3.12/site-packages/click/termui.py'
rm '.venv/lib/python3.12/site-packages/click/testing.py'
rm '.venv/lib/python3.12/site-packages/click/types.py'
rm '.venv/lib/python3.12/site-packages/click/utils.py'
rm '.venv/lib/python3.12/site-packages/coverage-7.13.5.dist-info/INSTALLER'
rm '.venv/lib/python3.12/site-packages/coverage-7.13.5.dist-info/METADATA'
rm '.venv/lib/python3.12/site-packages/coverage-7.13.5.dist-info/RECORD'
rm '.venv/lib/python3.12/site-packages/coverage-7.13.5.dist-info/WHEEL'
rm '.venv/lib/python3.12/site-packages/coverage-7.13.5.dist-info/entry_points.txt'
rm '.venv/lib/python3.12/site-packages/coverage-7.13.5.dist-info/licenses/LICENSE.txt'
rm '.venv/lib/python3.12/site-packages/coverage-7.13.5.dist-info/top_level.txt'
rm '.venv/lib/python3.12/site-packages/coverage/__init__.py'
rm '.venv/lib/python3.12/site-packages/coverage/__main__.py'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/__main__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/annotate.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/bytecode.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/cmdline.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/collector.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/config.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/context.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/control.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/core.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/data.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/debug.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/disposition.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/env.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/exceptions.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/execfile.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/files.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/html.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/inorout.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/jsonreport.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/lcovreport.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/misc.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/multiproc.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/numbits.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/parser.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/patch.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/phystokens.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/plugin.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/plugin_support.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/pth_file.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/python.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/pytracer.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/regions.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/report.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/report_core.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/results.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/sqldata.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/sqlitedb.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/sysmon.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/templite.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/tomlconfig.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/types.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/version.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/__pycache__/xmlreport.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/coverage/annotate.py'
rm '.venv/lib/python3.12/site-packages/coverage/bytecode.py'
rm '.venv/lib/python3.12/site-packages/coverage/cmdline.py'
rm '.venv/lib/python3.12/site-packages/coverage/collector.py'
rm '.venv/lib/python3.12/site-packages/coverage/config.py'
rm '.venv/lib/python3.12/site-packages/coverage/context.py'
rm '.venv/lib/python3.12/site-packages/coverage/control.py'
rm '.venv/lib/python3.12/site-packages/coverage/core.py'
rm '.venv/lib/python3.12/site-packages/coverage/data.py'
rm '.venv/lib/python3.12/site-packages/coverage/debug.py'
rm '.venv/lib/python3.12/site-packages/coverage/disposition.py'
rm '.venv/lib/python3.12/site-packages/coverage/env.py'
rm '.venv/lib/python3.12/site-packages/coverage/exceptions.py'
rm '.venv/lib/python3.12/site-packages/coverage/execfile.py'
rm '.venv/lib/python3.12/site-packages/coverage/files.py'
rm '.venv/lib/python3.12/site-packages/coverage/html.py'
rm '.venv/lib/python3.12/site-packages/coverage/htmlfiles/coverage_html.js'
rm '.venv/lib/python3.12/site-packages/coverage/htmlfiles/favicon_32.png'
rm '.venv/lib/python3.12/site-packages/coverage/htmlfiles/index.html'
rm '.venv/lib/python3.12/site-packages/coverage/htmlfiles/keybd_closed.png'
rm '.venv/lib/python3.12/site-packages/coverage/htmlfiles/pyfile.html'
rm '.venv/lib/python3.12/site-packages/coverage/htmlfiles/style.css'
rm '.venv/lib/python3.12/site-packages/coverage/htmlfiles/style.scss'
rm '.venv/lib/python3.12/site-packages/coverage/inorout.py'
rm '.venv/lib/python3.12/site-packages/coverage/jsonreport.py'
rm '.venv/lib/python3.12/site-packages/coverage/lcovreport.py'
rm '.venv/lib/python3.12/site-packages/coverage/misc.py'
rm '.venv/lib/python3.12/site-packages/coverage/multiproc.py'
rm '.venv/lib/python3.12/site-packages/coverage/numbits.py'
rm '.venv/lib/python3.12/site-packages/coverage/parser.py'
rm '.venv/lib/python3.12/site-packages/coverage/patch.py'
rm '.venv/lib/python3.12/site-packages/coverage/phystokens.py'
rm '.venv/lib/python3.12/site-packages/coverage/plugin.py'
rm '.venv/lib/python3.12/site-packages/coverage/plugin_support.py'
rm '.venv/lib/python3.12/site-packages/coverage/pth_file.py'
rm '.venv/lib/python3.12/site-packages/coverage/py.typed'
rm '.venv/lib/python3.12/site-packages/coverage/python.py'
rm '.venv/lib/python3.12/site-packages/coverage/pytracer.py'
rm '.venv/lib/python3.12/site-packages/coverage/regions.py'
rm '.venv/lib/python3.12/site-packages/coverage/report.py'
rm '.venv/lib/python3.12/site-packages/coverage/report_core.py'
rm '.venv/lib/python3.12/site-packages/coverage/results.py'
rm '.venv/lib/python3.12/site-packages/coverage/sqldata.py'
rm '.venv/lib/python3.12/site-packages/coverage/sqlitedb.py'
rm '.venv/lib/python3.12/site-packages/coverage/sysmon.py'
rm '.venv/lib/python3.12/site-packages/coverage/templite.py'
rm '.venv/lib/python3.12/site-packages/coverage/tomlconfig.py'
rm '.venv/lib/python3.12/site-packages/coverage/tracer.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/coverage/tracer.pyi'
rm '.venv/lib/python3.12/site-packages/coverage/types.py'
rm '.venv/lib/python3.12/site-packages/coverage/version.py'
rm '.venv/lib/python3.12/site-packages/coverage/xmlreport.py'
rm '.venv/lib/python3.12/site-packages/dotenv/__init__.py'
rm '.venv/lib/python3.12/site-packages/dotenv/__main__.py'
rm '.venv/lib/python3.12/site-packages/dotenv/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/dotenv/__pycache__/__main__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/dotenv/__pycache__/cli.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/dotenv/__pycache__/ipython.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/dotenv/__pycache__/main.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/dotenv/__pycache__/parser.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/dotenv/__pycache__/variables.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/dotenv/__pycache__/version.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/dotenv/cli.py'
rm '.venv/lib/python3.12/site-packages/dotenv/ipython.py'
rm '.venv/lib/python3.12/site-packages/dotenv/main.py'
rm '.venv/lib/python3.12/site-packages/dotenv/parser.py'
rm '.venv/lib/python3.12/site-packages/dotenv/py.typed'
rm '.venv/lib/python3.12/site-packages/dotenv/variables.py'
rm '.venv/lib/python3.12/site-packages/dotenv/version.py'
rm '.venv/lib/python3.12/site-packages/fastapi-0.136.0.dist-info/INSTALLER'
rm '.venv/lib/python3.12/site-packages/fastapi-0.136.0.dist-info/METADATA'
rm '.venv/lib/python3.12/site-packages/fastapi-0.136.0.dist-info/RECORD'
rm '.venv/lib/python3.12/site-packages/fastapi-0.136.0.dist-info/WHEEL'
rm '.venv/lib/python3.12/site-packages/fastapi-0.136.0.dist-info/entry_points.txt'
rm '.venv/lib/python3.12/site-packages/fastapi-0.136.0.dist-info/licenses/LICENSE'
rm '.venv/lib/python3.12/site-packages/fastapi/.agents/skills/fastapi/SKILL.md'
rm '.venv/lib/python3.12/site-packages/fastapi/.agents/skills/fastapi/references/dependencies.md'
rm '.venv/lib/python3.12/site-packages/fastapi/.agents/skills/fastapi/references/other-tools.md'
rm '.venv/lib/python3.12/site-packages/fastapi/.agents/skills/fastapi/references/streaming.md'
rm '.venv/lib/python3.12/site-packages/fastapi/__init__.py'
rm '.venv/lib/python3.12/site-packages/fastapi/__main__.py'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/__main__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/applications.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/background.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/cli.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/concurrency.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/datastructures.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/encoders.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/exception_handlers.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/exceptions.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/logger.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/param_functions.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/params.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/requests.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/responses.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/routing.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/sse.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/staticfiles.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/templating.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/testclient.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/types.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/__pycache__/websockets.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/_compat/__init__.py'
rm '.venv/lib/python3.12/site-packages/fastapi/_compat/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/_compat/__pycache__/shared.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/_compat/__pycache__/v2.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/_compat/shared.py'
rm '.venv/lib/python3.12/site-packages/fastapi/_compat/v2.py'
rm '.venv/lib/python3.12/site-packages/fastapi/applications.py'
rm '.venv/lib/python3.12/site-packages/fastapi/background.py'
rm '.venv/lib/python3.12/site-packages/fastapi/cli.py'
rm '.venv/lib/python3.12/site-packages/fastapi/concurrency.py'
rm '.venv/lib/python3.12/site-packages/fastapi/datastructures.py'
rm '.venv/lib/python3.12/site-packages/fastapi/dependencies/__init__.py'
rm '.venv/lib/python3.12/site-packages/fastapi/dependencies/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/dependencies/__pycache__/models.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/dependencies/__pycache__/utils.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/dependencies/models.py'
rm '.venv/lib/python3.12/site-packages/fastapi/dependencies/utils.py'
rm '.venv/lib/python3.12/site-packages/fastapi/encoders.py'
rm '.venv/lib/python3.12/site-packages/fastapi/exception_handlers.py'
rm '.venv/lib/python3.12/site-packages/fastapi/exceptions.py'
rm '.venv/lib/python3.12/site-packages/fastapi/logger.py'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/__init__.py'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/__pycache__/asyncexitstack.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/__pycache__/cors.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/__pycache__/gzip.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/__pycache__/httpsredirect.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/__pycache__/trustedhost.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/__pycache__/wsgi.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/asyncexitstack.py'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/cors.py'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/gzip.py'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/httpsredirect.py'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/trustedhost.py'
rm '.venv/lib/python3.12/site-packages/fastapi/middleware/wsgi.py'
rm '.venv/lib/python3.12/site-packages/fastapi/openapi/__init__.py'
rm '.venv/lib/python3.12/site-packages/fastapi/openapi/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/openapi/__pycache__/constants.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/fastapi/openapi/__pycache__/docs.cpython-312.pyc'
